"","date","target","insult","tweet"
"1101","2016-03-07","the-republican-establishment","could not stop Obama (twice)","We cannot let the failing REPUBLICAN ESTABLISHMENT, who could not stop Obama (twice), ruin the MOVEMENT with millions of $'s in false ads!"
"1102","2016-03-07","marco-rubio","dishonest lightweight","I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida"
"1103","2016-03-07","marco-rubio","he is scamming Florida","I will be using Facebook and Twitter to expose dishonest lightweight Senator Marco Rubio. A record no-show in Senate, he is scamming Florida"
"1104","2016-03-07","the-republican-establishment","Dishonest","Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!"
"1105","2016-03-07","marco-rubio","lightweight","Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!"
"1106","2016-03-07","marco-rubio","Dishonest","Don't believe the millions of dollars of phony television ads by lightweight Rubio and the R establishment. Dishonest people!"
"1107","2016-03-07","marco-rubio","Lightweight","Lightweight Senator Marco Rubio features Trump Univ. students in FL. attack ads- who submitted ""excellent"" reviews. https://t.co/JGTD590pKE"
"1108","2016-03-08","club-for-growth","asked me for $1 million. I said no & they went negative. Extortion!","People forget, it was Club for Growth that asked me for $1 million. I said no & they went negative. Extortion! https://t.co/oq8jmoep7i"
"1109","2016-03-08","club-for-growth","a very dishonest group","The Club for Growth is a very dishonest group. They represent conservative values terribly & are bad for America. https://t.co/rnGoaprYuA"
"1110","2016-03-08","club-for-growth","They represent conservative values terribly & are bad for America","The Club for Growth is a very dishonest group. They represent conservative values terribly & are bad for America. https://t.co/rnGoaprYuA"
"1111","2016-03-08","republican-candidates","bought and paid for by special interests!","Remember, I am the only one who is self-funding my campaign. All of the other candidates are bought and paid for by special interests!"
"1112","2016-03-08","anti-trump-ads","paid for by the politicians bosses","The negative television commercials about me, paid for by the politicians bosses, are a total #Mediafraud. When you watch, remember!"
"1113","2016-03-08","anti-trump-ads","a total #Mediafraud","The negative television commercials about me, paid for by the politicians bosses, are a total #Mediafraud. When you watch, remember!"
"1114","2016-03-08","wsj-nbc-poll","came out with another one of their phony polls","I hear @NBCNews / @WSJ came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll"
"1115","2016-03-08","wsj-nbc-poll","totally discredited","I hear @NBCNews / @WSJ came out with another one of their phony polls. While I am leading, they are totally discredited after last S.C. poll"
"1116","2016-03-09","club-for-growth","Phony","Phony Club For Growth tried to shake me down for one million dollars, & is now putting out nasty negative ads on me. They are total losers!"
"1117","2016-03-09","club-for-growth","tried to shake me down for one million dollars","Phony Club For Growth tried to shake me down for one million dollars, & is now putting out nasty negative ads on me. They are total losers!"
"1118","2016-03-09","club-for-growth","They are total losers!","Phony Club For Growth tried to shake me down for one million dollars, & is now putting out nasty negative ads on me. They are total losers!"
"1119","2016-03-10","fox-news","totally biased and disgusting reporting","Wow, you are all correct about @FoxNews - totally biased and disgusting reporting."
"1120","2016-03-11","mort-zuckerman","dopey","Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews"
"1121","2016-03-11","politico","going out of business","Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews"
"1122","2016-03-11","politico","Losing too much money. Great news!","Rumor has it that @politico is going out of business. Losing too much money. Great news! Likewise, dopey Mort Zuckerman's @NYDailyNews"
"1123","2016-03-12","john-kasich","Absentee Governor","Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!"
"1124","2016-03-12","john-kasich","good for Mexico!","Absentee Governor Kasich voted for NAFTA and NAFTA devastated Ohio - a disaster from which it never recovered. Kasich is good for Mexico!"
"1125","2016-03-12","tpp-deal","fraud!","Ohio had the biggest budget increase in the U.S. If it were not for striking oil, they would be bust! Governor Kasich in favor of TPP fraud!"
"1126","2016-03-12","florida-early-voting","very dishonest","Word is-early voting in FL is very dishonest. Little Marco, his State Chairman, & their minions are working overtime-trying to rig the vote."
"1127","2016-03-12","florida-early-voting","dishonest","We are asking law enforcement to check for dishonest early voting in Florida- on behalf of little Marco Rubio. 
 No way to run a country!"
"1128","2016-03-13","bernie-sanders","is lying when he says his disruptors aren't told to go to my events. Be careful Bernie, or my supporters will go to yours!","Bernie Sanders is lying when he says his disruptors aren't told to go to my events. Be careful Bernie, or my supporters will go to yours!"
"1129","2016-03-13","the-new-york-times","failing","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!"
"1130","2016-03-13","the-new-york-times","truly one of the worst newspapers","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!"
"1131","2016-03-13","the-new-york-times","They knowingly write lies","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!"
"1132","2016-03-13","the-new-york-times","never even call to fact check","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!"
"1133","2016-03-13","the-new-york-times","Really bad people!","The failing @nytimes is truly one of the worst newspapers. They knowingly write lies and never even call to fact check. Really bad people!"
"1134","2016-03-13","ted-cruz","LYIN' TED","LYIN' TED https://t.co/Q0qXDGCN1l"
"1135","2016-03-15","marco-rubio","worst voting record in the U.S. Senate in many years","Rubio is weak on illegal immigration, with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!"
"1136","2016-03-15","marco-rubio","will never MAKE AMERICA GREAT AGAIN!","Rubio is weak on illegal immigration, with the worst voting record in the U.S. Senate in many years. He will never MAKE AMERICA GREAT AGAIN!"
"1137","2016-03-15","ted-cruz","bought and paid for by lobbyists!","Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!"
"1138","2016-03-15","john-kasich","bought and paid for by lobbyists!","Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!"
"1139","2016-03-15","marco-rubio","bought and paid for by lobbyists!","Please remember, I am the ONLY candidate who is self-funding his campaign. Kasich, Rubio and Cruz are all bought and paid for by lobbyists!"
"1140","2016-03-15","mitt-romney","let us all down in the last presidential race","Don't reward Mitt Romney, who let us all down in the last presidential race, by voting for Kasich (who voted for NAFTA, open borders etc.)."
"1141","2016-03-16","megyn-kelly","Can't watch Crazy Megyn anymore","Can't watch Crazy Megyn anymore. Talks about me at 43% but never mentions that there are four people in race. With two people, big & over!"
"1142","2016-03-16","ted-cruz","Lyin’","Yesterday was amazing—5 victories. Lyin’ Ted Cruz
 had zero. Things are going very well!"
"1143","2016-03-17","stuart-stevens","failed campaign manager of Mitt Romney's historic loss","Stuart Stevens, the failed campaign manager of Mitt Romney's historic loss, is now telling the Republican Party what to do with Trump. Sad!"
"1144","2016-03-17","stuart-stevens","Sad!","Stuart Stevens, the failed campaign manager of Mitt Romney's historic loss, is now telling the Republican Party what to do with Trump. Sad!"
"1145","2016-03-17","ted-cruz","lyin'","Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!"
"1146","2016-03-17","ted-cruz","desperate","Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!"
"1147","2016-03-17","ted-cruz","his lying is getting worse","Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!"
"1148","2016-03-17","ted-cruz","can't win!","Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!"
"1149","2016-03-17","megyn-kelly","Crazy","Crazy @megynkelly supposedly had lyin' Ted Cruz on her show last night. Ted is desperate and his lying is getting worse. Ted can't win!"
"1150","2016-03-17","fox-news","How many times can the same people ask the same question?","Great news that @FoxNews has cancelled the additional debate. How many times can the same people ask the same question? I beat Cruz debating"
"1151","2016-03-17","megyn-kelly","Crazy","Crazy @megynkelly is now complaining that @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!"
"1152","2016-03-17","megyn-kelly","her bad show is a total hit piece on me","Crazy @megynkelly is now complaining that @oreillyfactor did not defend her against me - yet her bad show is a total hit piece on me.Tough!"
"1153","2016-03-17","ted-cruz","lyin'","The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!"
"1154","2016-03-17","ted-cruz","a big problem!","The reason lyin' Ted Cruz has lost so much of the evangelical vote is that they are very smart and just don't tolerate liars-a big problem!"
